"review_url_src";"review_stars";"review_title";"review_thoughts";"review_author";"review_date";"review_verified";"review_tup";"review_tdown";"review_collected_date";"predicted_sentiment";"sentiment_category";"keywords"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"SkinMedica Ultra Sheer";"I have been using this moisturizer for years on my mature, oily skin. I love it.";"Julie";"6/23/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9996023774147034, 'elapsed_time': 0.19503092765808105}";"POSITIVE";"['oily skin', 'years', 'using', 'moisturizer', 'mature', 'love']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"4";"Love this!";"I have dry skin and this moisturizer is not thick but does an amazing job. I do layer it with vitamin C and hyaluronic acid serum but it’s so cooling and helps your skin glow. It does last a good 4-6 months depending how much you use but your really don’t need a lot!";"Olivia";"6/8/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9962839484214783, 'elapsed_time': 0.2508738040924072}";"POSITIVE";"['hyaluronic acid serum', '6 months depending', 'vitamin c', 'skin glow', 'good 4', 'dry skin', 'amazing job', '’', '’', 'use', 'thick', 'really', 'need', 'much', 'moisturizer', 'lot', 'layer', 'last', 'helps', 'cooling']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"3";"Nothing special";"Average moisturizer. There are much better products/brands out there for less. I didn't notice a difference in my skin after using this for a couple months.";"Melanie";"6/1/23";"False";"0";"0";"2023-07-10";"{'label': 'NEUTRAL', 'score': 0.7313966751098633, 'elapsed_time': 0.2364215850830078}";"NEUTRAL";"['much better products', 'couple months', 'average moisturizer', 'using', 'skin', 'notice', 'less', 'difference', 'brands']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Highly recommend";"Great for the summer months! Perfect for a am moisturizer. Very light and does not make my skin greasy. Very lightweight not for anyone with dry skin.";"Shannon";"5/28/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9745467305183411, 'elapsed_time': 0.1849370002746582}";"POSITIVE";"['summer months', 'skin greasy', 'dry skin', 'perfect', 'moisturizer', 'make', 'lightweight', 'light', 'great', 'anyone']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Love this stuff";"This is the best moisturizer for my difficult skin - only one I have found that doesn’t make me break out!";"Kelsey";"5/3/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9995177984237671, 'elapsed_time': 0.17938494682312012}";"POSITIVE";"['difficult skin', 'best moisturizer', '’', 'one', 'make', 'found', 'break']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Good lotion";"Good quality, I switched to this brand and will repurchase";"Emily";"4/23/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9990218877792358, 'elapsed_time': 0.38352179527282715}";"POSITIVE";"['good quality', 'switched', 'repurchase', 'brand']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Perfect amount of moisture and no breakouts!";"Although this is a very light moisturizer I love it under suncreen and under makeup. I use it everyday and do not breakout at all! And I have very acne prone skin. I use this at night after putting on SM retinol 1.0 and then again in the morning after I was my face. Its a super light cream and my skin sucks it up. There is no oily-ness whatsoever. The only downside is I need quite a bit as my skin really drinks it up. Overall its a perfect daily moisture that is so light weight I feel like I can workout in it and it will not cause me a breakout. I like it under my eyes before makeup as it doesnt cause my mascara to run but at night I like to use something with a heavier moisturizer under my eyes.";"Ciara";"4/20/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9794537425041199, 'elapsed_time': 0.1949300765991211}";"POSITIVE";"['sm retinol 1', 'perfect daily moisture', 'skin really drinks', 'acne prone skin', 'super light cream', 'skin sucks', 'light weight', 'light moisturizer', 'ness whatsoever', 'need quite', 'heavier moisturizer', 'doesnt cause', 'use something', 'feel like', 'cause', 'use', 'use', 'like', 'like', 'workout', 'suncreen', 'run', 'putting', 'overall', 'oily', 'night', 'night', 'morning', 'mascara', 'makeup', 'makeup', 'love', 'face', 'eyes', 'eyes', 'everyday', 'downside', 'breakout', 'breakout', 'bit', 'although', '0']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"4";"Love!";"This product is light but more than enough to hydrate my face. It feels cooling as I’m putting it on and glides perfectly";"Olivia";"3/31/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9820694923400879, 'elapsed_time': 0.1831214427947998}";"POSITIVE";"['glides perfectly', 'feels cooling', '’', 'putting', 'product', 'light', 'hydrate', 'face', 'enough']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"The lotion I keep buying";"This is constantly recommended to me by estie and friends alike. It's the lotion I just keep buying every time I run out. Very soothing. Even when using tret.";"BP";"3/18/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9991174340248108, 'elapsed_time': 0.18090367317199707}";"POSITIVE";"['keep buying every time', 'using tret', 'friends alike', 'constantly recommended', 'soothing', 'run', 'lotion', 'even', 'estie']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"4";"Good but not great";"I have very severe cosmetic allergies and this was on my SkinSafe list. While I think this is a really great product it is not as moisturizing as I felt it could be and left my skin a little on the dry side. Thankfully a few drops of face oil fixed that right up. I look forward to using this moisturizer more in the summer and in warmer temperatures.  Overall, a good product.";"Jackie";"3/18/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.7861309051513672, 'elapsed_time': 0.17767953872680664}";"POSITIVE";"['severe cosmetic allergies', 'face oil fixed', 'really great product', 'good product', 'warmer temperatures', 'skinsafe list', 'look forward', 'dry side', 'using', 'think', 'thankfully', 'summer', 'skin', 'right', 'overall', 'moisturizing', 'moisturizer', 'little', 'left', 'felt', 'drops', 'could']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"3";"Not hydrating enough";"This didn’t hydrate my skin very well. It is sheer, absolutely. But after it soaked in, I felt like I needed to apply it over and over and over. It seems to work for a lot of people, give it a try. I ended up using as hand “serum”  since it has some really god anti aging ingredients. (although I still had to using eucerin lotion in conjunction to feel relief from dryness).";"Nicole";"3/15/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9555007815361023, 'elapsed_time': 0.19324660301208496}";"POSITIVE";"['really god anti aging ingredients', 'hand “ serum ” since', 'using eucerin lotion', 'felt like', 'feel relief', 'dryness ).', 'using', '’', 'work', 'well', 'try', 'still', 'soaked', 'skin', 'sheer', 'seems', 'people', 'needed', 'lot', 'hydrate', 'give', 'ended', 'conjunction', 'apply', 'although', 'absolutely']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"4";"Lightweight and perfect";"I have dry skin and I thought this moisturizer wouldn’t work being so light but it is perfect and still adds a glow at the end! Love it.";"Olivia";"2/24/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9976388216018677, 'elapsed_time': 0.19635319709777832}";"POSITIVE";"['still adds', 'dry skin', '’', 'work', 'thought', 'perfect', 'moisturizer', 'love', 'light', 'glow', 'end']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Lightweight face lotion";"Recommended by my estie! Also the only thing that's not irritating my sensitive skin since starting tret recently! Thanks Skin Medica!";"BJ";"2/4/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9962173104286194, 'elapsed_time': 0.17414188385009766}";"POSITIVE";"['sensitive skin since starting tret recently', 'thanks skin medica', 'thing', 'recommended', 'irritating', 'estie', 'also']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Fav for summer";"The best lightweight moisturizer for my combination skin. I do usually top with an oil to help everything soak in at night. If I didn’t do that then I may want something a little heavier in fall and winter months.";"Vanessa";"1/16/23";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9984672665596008, 'elapsed_time': 0.1760857105255127}";"POSITIVE";"['may want something', 'help everything soak', 'best lightweight moisturizer', 'winter months', 'usually top', 'little heavier', 'combination skin', '’', 'oil', 'night', 'fall']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Fav";"By far my favorite moisturizer for the summer!";"Vanessa";"11/29/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9943310022354126, 'elapsed_time': 0.17660045623779297}";"POSITIVE";"['favorite moisturizer', 'summer', 'far']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Fav moisturizer";"The skin medica ultra sheer moisturizer is my favorite. It is so light. It’s not sticky. It is perfect under makeup. I have tried several and always go back to this one.";"Jennifer";"11/27/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9993818998336792, 'elapsed_time': 0.18253064155578613}";"POSITIVE";"['skin medica ultra sheer moisturizer', 'always go back', 'tried several', '’', 'sticky', 'perfect', 'one', 'makeup', 'light', 'favorite']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Fav for combo skin in summer!";"This is my go to for warmer months! It’s super light yet hydrating. Plus I love to finish off my skincare with an oil so I prefer moisturizers lighter in texture";"Vanessa";"10/25/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9967633485794067, 'elapsed_time': 0.1886305809020996}";"POSITIVE";"['super light yet hydrating', 'prefer moisturizers lighter', 'warmer months', '’', 'texture', 'skincare', 'plus', 'oil', 'love', 'go', 'finish']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Fresh skin";"This is the best moisturizer for people who don't want a thick, heavy feeling moisturizer. It goes on so nicely and feels so smooth and soft.";"Shirley";"10/10/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9980942606925964, 'elapsed_time': 0.18177056312561035}";"POSITIVE";"['heavy feeling moisturizer', 'best moisturizer', 'want', 'thick', 'soft', 'smooth', 'people', 'nicely', 'goes', 'feels']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Really Nice formula";"Love this moisturizer! Because we're going into colder weather, I will be using one of the brands more hydrating formulas to help my skin not become dry.";"Katie";"10/5/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9995711445808411, 'elapsed_time': 0.18439793586730957}";"POSITIVE";"['using one', 'hydrating formulas', 'colder weather', 'become dry', 'skin', 'moisturizer', 'love', 'help', 'going', 'brands']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Light and hydratingn";"I’ve always been a fan of a light daytime moisturizer and this one is so great!! It contains hyaluronic acid so it’s like a double dose of hydration, but it’s very lightweight and soaks right into your skin.";"Bianca";"9/26/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9970797896385193, 'elapsed_time': 0.18560266494750977}";"POSITIVE";"['light daytime moisturizer', 'contains hyaluronic acid', 'soaks right', 'great !!', 'double dose', '’', '’', '’', 'skin', 'one', 'like', 'lightweight', 'hydration', 'fan', 'always']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Gentle, light, & hydrating";"This is my go-to daily moisturizer and makes me love this brand even more! It’s so light and hydrating, not greasy and you can feel it absorb into your skin rather than just sitting on it!";"Bianca";"9/21/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9980459213256836, 'elapsed_time': 0.17836546897888184}";"POSITIVE";"['skin rather', 'daily moisturizer', 'brand even', '’', 'sitting', 'makes', 'love', 'light', 'hydrating', 'greasy', 'go', 'feel', 'absorb']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Perfect for Acne Prone Skin";"I have normal to oily skin and usually have breakouts around my jawline. The SkinMedica Ultra Sheer Moisturizer has been great for my skin as it does not cause breakouts and moisturizes very well.";"Abby";"8/23/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9895809888839722, 'elapsed_time': 0.20232748985290527}";"POSITIVE";"['skinmedica ultra sheer moisturizer', 'cause breakouts', 'breakouts around', 'oily skin', 'skin', 'well', 'usually', 'normal', 'moisturizes', 'jawline', 'great']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"3";"Meh";"It’s always hard finding oil free products, so I had to give this a try. It’s just not worth it. It doesn’t feel or perform better than much less expensive products.";"Jadey1";"8/9/22";"False";"0";"0";"2023-07-10";"{'label': 'NEGATIVE', 'score': 0.7129837870597839, 'elapsed_time': 0.17368412017822266}";"NEGATIVE";"['always hard finding oil free products', 'much less expensive products', 'perform better', '’', '’', '’', 'worth', 'try', 'give', 'feel']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"4";"Lightweight";"This is a nice moisturizer for anyone wanting something light weight that soaks into skin vs sitting on top of skin.";"Lauren";"7/10/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9746019840240479, 'elapsed_time': 0.16779732704162598}";"POSITIVE";"['anyone wanting something light weight', 'skin vs sitting', 'nice moisturizer', 'skin', 'top', 'soaks']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Light";"I have oily skin, even in my late 60’s, and have been using another well known brand for years. I decided to try SkinMedica, based on reviews, and I am not disappointed. It goes on easy and feels very light, not greasy. I am definitely going to stick with this!";"Kathy";"7/6/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9889045357704163, 'elapsed_time': 0.1606137752532959}";"POSITIVE";"['using another well known brand', 'late 60 ’', 'try skinmedica', 'oily skin', 'definitely going', 'years', 'stick', 'reviews', 'light', 'greasy', 'goes', 'feels', 'even', 'easy', 'disappointed', 'decided', 'based']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Holy Grail Moisturizer";"I’ve tried soooo many moisturizers over my lifelong skincare journey. I have combination skin which can sometimes run oily, especially in hot/humid climates. This super lightweight moisturizer gets the job done without leaving a thick, heavy film like other moisturizers I’ve tried in the past. This is absolutely my main, go to daily and nighttime moisturizer. Highly recommend!";"Vanessa";"6/19/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9998658895492554, 'elapsed_time': 0.1919100284576416}";"POSITIVE";"['job done without leaving', 'super lightweight moisturizer gets', 'tried soooo many moisturizers', 'sometimes run oily', 'lifelong skincare journey', 'heavy film like', 'nighttime moisturizer', 'humid climates', 'highly recommend', 'combination skin', 'tried', 'moisturizers', '’', '’', 'thick', 'past', 'main', 'hot', 'go', 'especially', 'daily', 'absolutely']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"So light weight";"This moisturizer is so light weight and perfect to apply right before your makeup.";"Megan";"6/5/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9970002770423889, 'elapsed_time': 0.17597627639770508}";"POSITIVE";"['light weight', 'apply right', 'perfect', 'moisturizer', 'makeup']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"3";"Will not repurchase";"Nothing special about this moisturizer. Barely hydrates an oily skin.";"Regeaux";"5/8/22";"True";"0";"0";"2023-07-10";"{'label': 'NEGATIVE', 'score': 0.530782163143158, 'elapsed_time': 0.2926156520843506}";"NEGATIVE";"['oily skin', 'nothing special', 'barely hydrates', 'moisturizer']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Great for my skin";"I am 70 yrs old but have the occasional breakout from moisturizer. I am happy to say that this light wear moisturizer does not cause my skin to react. It goes on smoothly and absorbs quickly. I will continue to buy this product because it gives me the moisture I need without causing any adverse effects.";"Nina";"4/12/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9922540187835693, 'elapsed_time': 0.1653299331665039}";"POSITIVE";"['need without causing', '70 yrs old', 'light wear moisturizer', 'occasional breakout', 'adverse effects', 'absorbs quickly', 'moisturizer', 'smoothly', 'skin', 'say', 'react', 'product', 'moisture', 'happy', 'goes', 'gives', 'continue', 'cause', 'buy']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"New favorite moisturizer";"This is my new favorite moisturizer. It goes on light and sheer and also leaves my skin moisturizer without any breakouts. I have used it for 2-3 months now, and it has evened out my complexion";"Meg";"3/26/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9988510608673096, 'elapsed_time': 0.17890548706054688}";"POSITIVE";"['skin moisturizer without', 'new favorite moisturizer', 'also leaves', '3 months', 'used', 'sheer', 'light', 'goes', 'evened', 'complexion', 'breakouts', '2']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Gentle, light, & hydrating";"This is my go-to daily moisturizer and makes me love this brand even more! It’s so light and hydrating, not greasy and you can feel it absorb into your skin rather than just sitting on it!";"Bianca";"9/21/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9980459213256836, 'elapsed_time': 0.20486021041870117}";"POSITIVE";"['skin rather', 'daily moisturizer', 'brand even', '’', 'sitting', 'makes', 'love', 'light', 'hydrating', 'greasy', 'go', 'feel', 'absorb']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Perfect for Acne Prone Skin";"I have normal to oily skin and usually have breakouts around my jawline. The SkinMedica Ultra Sheer Moisturizer has been great for my skin as it does not cause breakouts and moisturizes very well.";"Abby";"8/23/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9895809888839722, 'elapsed_time': 0.4085428714752197}";"POSITIVE";"['skinmedica ultra sheer moisturizer', 'cause breakouts', 'breakouts around', 'oily skin', 'skin', 'well', 'usually', 'normal', 'moisturizes', 'jawline', 'great']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"3";"Meh";"It’s always hard finding oil free products, so I had to give this a try. It’s just not worth it. It doesn’t feel or perform better than much less expensive products.";"Jadey1";"8/9/22";"False";"0";"0";"2023-07-10";"{'label': 'NEGATIVE', 'score': 0.7129837870597839, 'elapsed_time': 0.17481708526611328}";"NEGATIVE";"['always hard finding oil free products', 'much less expensive products', 'perform better', '’', '’', '’', 'worth', 'try', 'give', 'feel']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"4";"Lightweight";"This is a nice moisturizer for anyone wanting something light weight that soaks into skin vs sitting on top of skin.";"Lauren";"7/10/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9746019840240479, 'elapsed_time': 0.17007184028625488}";"POSITIVE";"['anyone wanting something light weight', 'skin vs sitting', 'nice moisturizer', 'skin', 'top', 'soaks']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Light";"I have oily skin, even in my late 60’s, and have been using another well known brand for years. I decided to try SkinMedica, based on reviews, and I am not disappointed. It goes on easy and feels very light, not greasy. I am definitely going to stick with this!";"Kathy";"7/6/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9889045357704163, 'elapsed_time': 0.17320966720581055}";"POSITIVE";"['using another well known brand', 'late 60 ’', 'try skinmedica', 'oily skin', 'definitely going', 'years', 'stick', 'reviews', 'light', 'greasy', 'goes', 'feels', 'even', 'easy', 'disappointed', 'decided', 'based']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"Holy Grail Moisturizer";"I’ve tried soooo many moisturizers over my lifelong skincare journey. I have combination skin which can sometimes run oily, especially in hot/humid climates. This super lightweight moisturizer gets the job done without leaving a thick, heavy film like other moisturizers I’ve tried in the past. This is absolutely my main, go to daily and nighttime moisturizer. Highly recommend!";"Vanessa";"6/19/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9998658895492554, 'elapsed_time': 0.20797419548034668}";"POSITIVE";"['job done without leaving', 'super lightweight moisturizer gets', 'tried soooo many moisturizers', 'sometimes run oily', 'lifelong skincare journey', 'heavy film like', 'nighttime moisturizer', 'humid climates', 'highly recommend', 'combination skin', 'tried', 'moisturizers', '’', '’', 'thick', 'past', 'main', 'hot', 'go', 'especially', 'daily', 'absolutely']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"5";"So light weight";"This moisturizer is so light weight and perfect to apply right before your makeup.";"Megan";"6/5/22";"True";"0";"0";"2023-07-10";"{'label': 'POSITIVE', 'score': 0.9970002770423889, 'elapsed_time': 0.251157283782959}";"POSITIVE";"['light weight', 'apply right', 'perfect', 'moisturizer', 'makeup']"
"https://www.dermstore.com/skinmedica-ultra-sheer-moisturizer/11289690.html";"3";"Will not repurchase";"Nothing special about this moisturizer. Barely hydrates an oily skin.";"Regeaux";"5/8/22";"True";"0";"0";"2023-07-10";"{'label': 'NEGATIVE', 'score': 0.530782163143158, 'elapsed_time': 0.16831350326538086}";"NEGATIVE";"['oily skin', 'nothing special', 'barely hydrates', 'moisturizer']"
